,Indicador global de la actividad económica. Total (IGAE) Base 2013 Serie original,Remesas Familiares Total,Tipo de cambio                                            Pesos por dólar E.U.A. Para solventar obligaciones denominadas en moneda extranjera Fecha de determinación (FIX)                              Cotizaciones promedio,Indice de volumen de la inversión fija bruta Total,IPC Por objeto del gasto                                                         Nacional I n d i c e   G e n e r a l,Balanza de pagos con base en MBP6 (a partir de 2002) Cuenta corriente (I - II)
2021-09-01,4.646364911035692,8.391390189129236,2.9981643137452734,4.441120673981586,4.741456530246058,2.126347137883488
2021-10-01,4.684435052760278,8.480959093883168,3.018598829673705,4.458524605646606,4.74979852907392,1.9624894340569106
2021-11-01,4.72325984129853,8.447112986138958,3.0397682975436027,4.502029427068578,4.761181989991685,1.9624894340569106
2021-12-01,4.724318511434293,8.466379718737942,3.0393567374859174,4.541164856012179,4.764802954527355,1.9624894340569106
2022-01-01,4.6749667344401775,8.273382105381232,3.0203175633123025,4.451086170605376,4.770701573474572,2.242973237101864
2022-02-01,4.659090975485126,8.271634205896769,3.017958432312157,4.440649253819643,4.778963816498352,2.242973237101864
2022-03-01,4.7208122647643345,8.453723560145633,3.0231625986020134,4.559858963278089,4.788815865744177,2.242973237101864
2022-04-01,4.697007068144334,8.456989899577861,3.0011575301990554,4.533781589900438,4.794210786036739,2.0209090108469807
2022-05-01,4.7380747572011135,8.545202891505749,2.9972561119223333,4.529692044812134,4.795972347251637,2.0209090108469807
2022-06-01,4.7255285692548545,8.545582980531032,2.9969165719956674,4.502694394398855,4.804381635450314,2.0209090108469807
2022-07-01,4.712087289534153,8.575733062826346,3.0227003441056564,4.482098188398097,4.811761501754784,2.170424096115971
2022-08-01,4.726653035550964,8.541659144174869,3.0017590758414476,4.567779796769532,4.81869159259017,2.170424096115971
2022-09-01,4.695977515890328,8.524539898156068,2.9994752598328254,4.521571162111778,4.824875834480776,2.170424096115971
2022-10-01,4.72828387730889,8.586981010848328,2.9949569730862393,4.562888793731485,4.830519303252564,2.0612956621550684
2022-11-01,4.755618305505089,8.480030389709905,2.9675848248842787,4.626246511590008,4.836258097144217,2.0612956621550684
2022-12-01,4.750632372795574,8.585419286338494,2.9751723595886297,4.6568134191399295,4.84006837999947,2.0612956621550684
2023-01-01,4.719386869764866,8.395049783137287,2.9437176664513824,4.583333491378917,4.846829262127553,2.2943346762343033
2023-02-01,4.696384717335586,8.380021191243427,2.9230863090691117,4.5967347071669895,4.852389574359889,2.2943346762343033
2023-03-01,4.747118432310269,8.55374586775332,2.9109856029072207,4.696837374513915,4.855064717804064,2.2943346762343033
2023-04-01,4.723170975712114,8.517513340163157,2.8951105122433383,4.656433479925633,4.8548621877354465,2.1678951587150053
2023-05-01,4.780261500797266,8.64767426905664,2.8756697668764324,4.754710253257667,4.852686298681747,2.1678951587150053
